date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:06:35	666465/666465	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/hussain.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/hussain.jpg	(from http://stepcone.gmrit.org/about.html)
00:06:36	465128/465128	---M--	200	added ('OK')	image/jpeg	etag:%220e8ebe67072d31:0%22	http://stepcone.gmrit.org/assets/images/team/uday.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/uday.jpg	(from http://stepcone.gmrit.org/about.html)
00:06:40	26102/26102	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/bharadwaj.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/bharadwaj.jpg	(from http://stepcone.gmrit.org/about.html)
00:06:41	28528/28528	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/sireesha.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/sireesha.jpg	(from http://stepcone.gmrit.org/about.html)
00:06:46	22492/22492	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/niranjansai.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/niranjansai.jpg	(from http://stepcone.gmrit.org/about.html)
00:06:49	51578/51578	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/pavan.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/pavan.jpg	(from http://stepcone.gmrit.org/about.html)
00:06:50	20392/20392	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/rahul.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/rahul.jpg	(from http://stepcone.gmrit.org/about.html)
00:06:53	22615/22615	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/rakesh.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/rakesh.jpg	(from http://stepcone.gmrit.org/about.html)
00:06:54	2684/2684	---M--	403	error ('ModSecurity%20Action')	text/html	date:Mon,%2018%20Dec%202017%2018:36:53%20GMT	http://stepcone.gmrit.org/tamgoogy2013@gmail.com	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/tamgoogy2013@gmail.bb.delayed	(from http://stepcone.gmrit.org/about.html)
00:06:55	31491/31491	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/tamishra.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/tamishra.jpg	(from http://stepcone.gmrit.org/about.html)
00:07:01	28527/28527	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/kavya.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/kavya.jpg	(from http://stepcone.gmrit.org/about.html)
00:07:02	2684/2684	---M--	403	error ('ModSecurity%20Action')	text/html	date:Mon,%2018%20Dec%202017%2018:37:00%20GMT	http://stepcone.gmrit.org/kavyabhogi1997@gmail.com	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/kavyabhogi1997@gmail.be.delayed	(from http://stepcone.gmrit.org/about.html)
00:07:03	57057/57057	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/sriteja.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/sriteja.jpg	(from http://stepcone.gmrit.org/about.html)
00:07:06	22731/22731	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/gopi.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/gopi.jpg	(from http://stepcone.gmrit.org/about.html)
00:07:07	2684/2684	---M--	403	error ('ModSecurity%20Action')	text/html	date:Mon,%2018%20Dec%202017%2018:37:06%20GMT	http://stepcone.gmrit.org/vinukotidinesh@gmail.com	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/vinukotidinesh@gmail.c1.delayed	(from http://stepcone.gmrit.org/about.html)
00:07:11	21978/21978	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/snehith.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/snehith.jpg	(from http://stepcone.gmrit.org/about.html)
00:07:36	203024/203024	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/team/dinesh.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/dinesh.jpg	(from http://stepcone.gmrit.org/about.html)
00:08:00	1005177/1005177	---M--	200	added ('OK')	image/jpeg	etag:%2203215c4272d31:0%22	http://stepcone.gmrit.org/assets/images/team/raju.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/raju.jpg	(from http://stepcone.gmrit.org/about.html)
00:08:28	472278/472278	---M--	200	added ('OK')	image/jpeg	etag:%2205e9cf77072d31:0%22	http://stepcone.gmrit.org/assets/images/team/dineshkumar.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/dineshkumar.jpg	(from http://stepcone.gmrit.org/about.html)
00:08:42	403330/403330	---M--	200	added ('OK')	image/jpeg	etag:%2205075f07072d31:0%22	http://stepcone.gmrit.org/assets/images/team/vivek.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/vivek.jpg	(from http://stepcone.gmrit.org/about.html)
00:09:03	210385/210385	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/p-cards/hackathon.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/p-cards/hackathon.jpg	(from http://stepcone.gmrit.org/about.html)
00:09:08	157551/157551	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/p-cards/app.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/p-cards/app.jpg	(from http://stepcone.gmrit.org/about.html)
00:09:33	184735/184735	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/p-cards/rccar.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/p-cards/rccar.jpg	(from http://stepcone.gmrit.org/about.html)
00:09:40	197063/197063	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/p-cards/pdc.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/p-cards/pdc.jpg	(from http://stepcone.gmrit.org/about.html)
00:10:09	214306/214306	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/p-cards/idea.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/p-cards/idea.jpg	(from http://stepcone.gmrit.org/about.html)
00:10:25	274525/274525	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/p-cards/idp.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/p-cards/idp.jpg	(from http://stepcone.gmrit.org/about.html)
00:10:30	931492/931492	---M--	200	added ('OK')	image/jpeg	etag:%2203215c4272d31:0%22	http://stepcone.gmrit.org/assets/images/team/teerth.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/team/teerth.jpg	(from http://stepcone.gmrit.org/about.html)
00:10:30	324/324	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2018%20Dec%202017%2018:40:29%20GMT	http://stepcone.gmrit.org/whatsapp%3A%2F%2Fsend%3Ftext%3DGMRIT%27s%20Stepcone%2C%20one%20of%20the%20biggest%20stages%20to%20showcase%20your%20traits%20is%20back%20as%20its%2012th%20edition%20with%20many%20technical%20events%2C%20workshops%2C%20spotlights%20and%20paper%20presentations.%20Check%20out%20%2APAPER%20PRESENTATIONS%2A%20through%20this%20link%0D%0A%f0%9f%91%87%f0%9f%91%87%f0%9f%91%87%0D%0Ahttp%3A%2F%2Fstepcone.gmrit.org%2Fpaper%2Findex.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/whatsapp_/send_text=GMRIT's%20Stepcone,%20one%20of%20the%20biggest/stepcone.gmrit.org/paper/index.ce.delayed	(from http://stepcone.gmrit.org/about.html)
00:10:32	9778/9778	---M-Z	200	added ('OK')	application/javascript	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/js/smoothslides-2.1.0.min.js	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/js/smoothslides-2.1.0.min.js	(from http://stepcone.gmrit.org/about.html)
00:10:33	660/660	---M-Z	200	added ('OK')	application/javascript	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/js/slider.js	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/js/slider.js	(from http://stepcone.gmrit.org/about.html)
00:10:35	165202/165202	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/p-cards/robo.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/p-cards/robo.jpg	(from http://stepcone.gmrit.org/about.html)
00:10:49	147969/147969	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/p-cards/ppt.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/p-cards/ppt.jpg	(from http://stepcone.gmrit.org/about.html)
00:11:59	528351/528351	---M--	200	added ('OK')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/Stepcone_poster_dup.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/Stepcone_poster_dup.jpg	(from http://stepcone.gmrit.org/stepcone_poster.html)
00:12:18	1612943/1612943	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/paper/cse.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/paper/cse.jpg	(from http://stepcone.gmrit.org/paper-presentations/index.html)
00:12:42	1813887/1813887	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%22026375d3f68d31:0%22	http://stepcone.gmrit.org/assets/images/work/photovoltaics.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/work/photovoltaics.jpg	(from http://stepcone.gmrit.org/workshops/index.html)
00:13:15	5267795/5267795	---M--	200	added ('OK')	image/jpeg	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/images/accommodation.jpg	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/accommodation.jpg	(from http://stepcone.gmrit.org/accommodation.html)
